timesteps,actor_loss,critic_loss,ent_coef,mean_reward
1000,39.396888732910156,0.027329882606863976,0.40474754571914673,-9.24327712583542
2000,72.86182403564453,0.12314730882644653,0.21331937611103058,-8.0834346575737
3000,99.45325469970703,0.47178220748901367,0.24762918055057526,-7.324600397825241
4000,110.40233612060547,1.4890797138214111,0.3073703944683075,-6.175435233756899
5000,122.90333557128906,1.0133748054504395,0.2782709002494812,-4.473309884294867
6000,135.80751037597656,1.3001518249511719,0.16254079341888428,-4.424765809528529
7000,145.51100158691406,1.2250031232833862,0.16395647823810577,-4.1674534827265886
8000,147.2777862548828,1.7978949546813965,0.25711122155189514,-2.3703727811890274
9000,152.23922729492188,1.4678623676300049,0.2827468514442444,-2.1648640056915154
10000,148.94345092773438,1.9430360794067383,0.2646169364452362,-2.746891803807688
11000,148.97535705566406,3.531561851501465,0.24736341834068298,-2.6617757255577454
12000,150.03211975097656,2.763718843460083,0.22678421437740326,-2.4824813584409786
13000,138.77879333496094,5.997647762298584,0.2437596470117569,-2.1983892050466474
14000,137.40158081054688,8.705787658691406,0.24996614456176758,-1.8513970654698442
15000,137.5116729736328,9.177841186523438,0.24773405492305756,-1.9042660342654016
16000,140.24575805664062,11.57164478302002,0.25768858194351196,-1.8127116612859335
17000,127.40060424804688,13.14944839477539,0.24923917651176453,-2.2821815659126297
18000,119.1610336303711,8.645912170410156,0.2480120211839676,-1.8909600152146195
19000,114.61517333984375,10.635204315185547,0.24404913187026978,-2.2859277225262975
20000,111.11543273925781,3.2883360385894775,0.24911251664161682,-1.8130266252022884
21000,112.38092803955078,3.7809019088745117,0.23628219962120056,-1.8222198030883356
22000,102.9410629272461,4.7367706298828125,0.23309636116027832,-1.8355039022558868
23000,93.06234741210938,10.004335403442383,0.22696523368358612,-1.529457760932186
24000,98.52853393554688,6.730966567993164,0.22282038629055023,-1.8075232311268665
25000,83.83143615722656,8.872763633728027,0.21196699142456055,-1.3714809669264214
26000,88.52960205078125,5.954911231994629,0.20855575799942017,-2.0558285850644316
27000,90.38494110107422,4.327739715576172,0.1988796442747116,-1.5008175400425499
28000,86.99234771728516,3.3728294372558594,0.19600634276866913,-2.265224772706693
29000,80.07991790771484,4.428562164306641,0.1900300234556198,-1.8165879884453207
30000,75.74512481689453,4.013625621795654,0.18773889541625977,-2.081829111070725
31000,81.35726928710938,6.073774337768555,0.1764158457517624,-1.8049354077707975
32000,79.49072265625,9.148130416870117,0.16955070197582245,-1.460962272531353
33000,68.16300964355469,3.3925371170043945,0.16817431151866913,-1.8132841977244534
34000,79.14088439941406,5.906437873840332,0.16006125509738922,-2.1564278420561203
35000,77.3936538696289,3.8147740364074707,0.160067617893219,-1.5481590113674466
36000,76.15199279785156,4.654829025268555,0.15176288783550262,-1.8879892076821707
37000,68.89745330810547,3.8304340839385986,0.14433398842811584,-1.5953052454450536
38000,75.36286926269531,2.410147190093994,0.14248813688755035,-1.6757957596552768
39000,60.03510284423828,3.2719290256500244,0.1443442702293396,-1.5784339284132949
40000,64.95101928710938,6.127557754516602,0.13655079901218414,-1.7007107932559156
41000,61.996681213378906,2.1020047664642334,0.1342114955186844,-1.4465024593025846
42000,70.03311157226562,3.3065762519836426,0.12890271842479706,-1.6156268134032217
43000,62.417869567871094,10.64643669128418,0.12812212109565735,-1.7523739348435192
44000,70.6091079711914,5.969216823577881,0.12513227760791779,-2.3940010981325304
45000,60.36427307128906,4.08071756362915,0.12142453342676163,-1.411976661410954
46000,58.22841262817383,4.427119731903076,0.11693821102380753,-1.7979730011294524
47000,54.20270538330078,6.777743816375732,0.11613825708627701,-1.96643898422888
48000,52.907901763916016,2.628204584121704,0.12194669246673584,-2.1342727629861185
49000,62.910762786865234,3.851170539855957,0.11437194794416428,-1.912696803550116
50000,58.90156936645508,3.8224315643310547,0.1139654740691185,-1.4947592797603866
51000,58.62368392944336,4.748441696166992,0.11786042898893356,-2.1553938886406248
52000,64.72994232177734,4.5326385498046875,0.12240392714738846,-1.3573677994989994
53000,53.415008544921875,6.273317337036133,0.11939287930727005,-1.4426362987925823
54000,57.19266891479492,2.3673317432403564,0.11560888588428497,-1.577647004108454
55000,47.51249694824219,4.2137131690979,0.11147648841142654,-1.6817415864925715
56000,49.542564392089844,5.080486297607422,0.10780861973762512,-1.8079858824542898
